Gender,Annual Income,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Dealer_Region,Cluster,PCA1,PCA2
Male,790000,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hardtop,Aurora,0,0.7709514969932991,0.18255522029276117
Male,550000,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,Austin,0,0.7501589203502752,0.15503270047004514
Male,373500,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,06457-3834,Passenger,Middletown,1,-0.6497063624361463,0.151680121417054
Male,13500,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,60504-7114,Hatchback,Aurora,0,0.7815364056850811,-0.06850517879321971
Male,13500,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,06457-3834,Hatchback,Middletown,0,0.7764542017004947,-0.06835287917828625
Male,1401000,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Black,26100,60504-7114,Sedan,Aurora,1,-0.7052953131663549,0.4288669311826363
Male,1782000,Ford,F-Series,Overhead Camshaft,Manual,Black,22200,38701-8047,Passenger,Greenville,0,0.7427858786694761,0.45227237009013854
Female,1300000,Acura,RL,Overhead Camshaft,Manual,Red,17000,99301-3882,SUV,Pasco,0,0.7631286229210765,-0.490176887820437
Male,13500,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,53546-9427,Sedan,Janesville,1,-0.6987807486606521,-0.05647465654936268
Male,925000,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,38701-8047,Hardtop,Greenville,0,0.7346581370703262,0.20128790866906732
Male,550000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,Greenville,1,-0.6840805710562371,0.16153581511885085
Male,13500,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,99301-3882,Hatchback,Pasco,0,0.7563736968481165,-0.05648852310452235
Male,580000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,53546-9427,Hatchback,Janesville,1,-0.6520620789187799,0.1630893195353771
Female,13500,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,85257-3102,Passenger,Scottsdale,2,-0.6639131295490331,-0.9561359394348582
Male,550000,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,06457-3834,Sedan,Scottsdale,1,-0.6508724812387015,0.15679003149161863
Male,13500,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,Austin,1,-0.6609783491820556,-0.06459234476324549
Male,1355000,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,38701-8047,Sedan,Middletown,1,-0.6735567436749843,0.4140161453074691
Male,964000,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,Greenville,1,-0.6518161114798846,0.20605576471796927
Male,370000,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,38701-8047,Passenger,Greenville,0,0.761586303145946,0.157015983174712
Male,1100000,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,Pasco,1,-0.6868083938670282,0.21742115867343004
Male,280500,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22500,38701-8047,Hatchback,Greenville,1,-0.6629827063211218,0.15111580378392842
Male,640000,Honda,Accord,Overhead Camshaft,Manual,Black,43000,99301-3882,Sedan,Pasco,0,0.7186205007059432,0.18431011221416593
Male,13500,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,85257-3102,SUV,Scottsdale,1,-0.6682613356870537,-0.06756948341435565
Male,735000,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Hatchback,Austin,1,-0.6521918027967429,0.1806152419370184
Male,743000,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,99301-3882,Hardtop,Pasco,0,0.7701675029197941,0.1861093120525399
Female,637000,Volvo,S40,Overhead Camshaft,Manual,Black,36000,06457-3834,Sedan,Middletown,0,0.7403780163757696,-0.7188795641978989
Male,1805000,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16500,85257-3102,Passenger,Pasco,1,-0.6516900235364345,0.46548693140452535
Male,1420000,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,Janesville,0,0.7320610276831874,0.4308975376399198
Male,13500,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,53546-9427,Passenger,Janesville,1,-0.6705646141767684,-0.06861784387609393
Male,1100000,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,85257-3102,Hatchback,Scottsdale,0,0.7242927167225852,0.22467567721765036
Male,1355000,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33500,78758-7841,Hatchback,Austin,1,-0.6787149918370404,0.42885015574551066
Male,1206000,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45600,06457-3834,Passenger,Middletown,0,0.7369410210698102,0.4049494441213254
Male,486500,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31500,60504-7114,SUV,Aurora,1,-0.6851355581791688,0.16556692072273327
Male,1010000,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,38701-8047,Hatchback,Greenville,0,0.7679951676781305,0.1973938553091883
Female,597000,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17001,99301-3882,Sedan,Pasco,0,0.7667161398673443,-0.7256745303336524
Female,1205000,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17501,53546-9427,Sedan,Janesville,2,-0.6848463588509646,-0.4937972202964354
Male,899000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,85257-3102,SUV,Scottsdale,1,-0.6709052550349442,0.19743803367818735
Female,1375000,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28501,78758-7841,Sedan,Austin,0,0.7515259083249728,-0.4793396459406376
Male,13500,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,53546-9427,SUV,Janesville,1,-0.6461905433723057,-0.06625509418349906
Male,1415000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25501,85257-3102,Hatchback,Austin,0,0.7693288506258855,0.4133317483801793
Male,1185000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49501,78758-7841,Hatchback,Austin,0,0.7315281098089661,0.4139686619000821
Male,1060000,Audi,A6,Overhead Camshaft,Manual,Black,15001,06457-3834,SUV,Middletown,0,0.7307475894966176,0.2052004367959852
Male,716000,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16001,60504-7114,Passenger,Aurora,1,-0.6475746611886665,0.18598321698512166
Male,1322000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21200,53546-9427,Hatchback,Janesville,1,-0.662883129192042,0.42649668544770947
Male,775500,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26500,06457-3834,Hardtop,Middletown,0,0.7710657619739136,0.18079674772666166
Male,13500,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,78758-7841,Hatchback,Austin,1,-0.6688013254409284,-0.054151715981416326
Male,13500,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,38701-8047,Hardtop,Greenville,1,-0.645694592948166,-0.05686943334241523
Male,2050000,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,Hardtop,Pasco,1,-0.6472547034817399,0.47971717573648487
Male,705000,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,38701-8047,Hatchback,Greenville,0,0.7253440219654057,0.18500857346618127
Male,705000,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Sedan,Pasco,1,-0.6914769054032462,0.17629688623719053
Male,790000,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,53546-9427,Passenger,Janesville,0,0.7452245912332491,0.18838330917912516
Male,676000,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,85257-3102,SUV,Scottsdale,0,0.7497245882430625,0.17064308424809904
Male,704500,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26500,78758-7841,SUV,Austin,1,-0.688543521166983,0.18515464415855143
Male,13500,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,Austin,1,-0.6669127501835574,-0.05014533240687424
Male,598000,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,Aurora,0,0.750642077438809,0.1642697621345215
Male,592000,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,38701-8047,SUV,Greenville,0,0.7396270866616268,0.16163038483264858
Male,602000,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,99301-3882,Hatchback,Pasco,1,-0.6662143519605087,0.1796383771775456
Male,840000,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hardtop,Austin,1,-0.6505550169651899,0.19298798042569687
Male,1520000,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,Middletown,0,0.7705368744052492,0.41526313828229877
Male,990000,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,60504-7114,Sedan,Aurora,1,-0.6760306920112434,0.18920698307653794
Male,13500,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,38701-8047,SUV,Greenville,1,-0.6604093638064629,-0.07455543937034625
Male,878000,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,Janesville,1,-0.682392313101469,0.18994332854903218
Male,973500,Ford,Mustang,Overhead Camshaft,Manual,Red,43501,85257-3102,Hatchback,Scottsdale,0,0.7626971541822987,0.19524191008709413
Male,751800,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19801,78758-7841,Sedan,Austin,1,-0.6628983160738559,0.1887585722454539
Female,1175000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42501,78758-7841,Hardtop,Austin,0,0.7458598730485078,-0.48262246605954384
Male,1202000,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18201,60504-7114,Sedan,Aurora,1,-0.6896009564284293,0.40872342908985126
Male,825000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42001,78758-7841,Hardtop,Austin,0,0.7536305914822699,0.1969557556728827
Female,900000,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,99301-3882,Hatchback,Pasco,2,-0.6559619231643636,-0.6953915832841554
Male,1810000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Hatchback,Janesville,1,-0.6620808001729678,0.4561287951706916
Female,1150000,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,85257-3102,Sedan,Scottsdale,0,0.7518762308637255,-0.49812052100526194
Female,901000,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,78758-7841,SUV,Austin,2,-0.6688818947207524,-0.7095929768848396
Male,826000,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,Middletown,0,0.7467188923220527,0.17687235808832202
Male,559000,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,60504-7114,Sedan,Aurora,1,-0.6624110377221701,0.17160760708637546
Male,570000,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,38701-8047,Hatchback,Greenville,1,-0.663933288163279,0.1668930572747065
Male,13500,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,99301-3882,Sedan,Pasco,1,-0.6799271918724955,-0.05852172305015013
Male,250000,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,SUV,Janesville,1,-0.6571923265644365,0.15115076071647193
Male,1060000,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,99301-3882,Hardtop,Pasco,0,0.747210051847043,0.2026245338825714
Male,505000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,SUV,Austin,1,-0.6740117327497751,0.1621532621491939
Male,980000,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hatchback,Middletown,0,0.7574948428843247,0.1973929304377433
Female,13500,Saturn,SC,Overhead Camshaft,Manual,Red,61000,78758-7841,Hardtop,Austin,0,0.7597225605453655,-0.9657311864431036
Male,495000,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hatchback,Greenville,1,-0.6468192958277079,0.15301112989603682
Male,320000,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,99301-3882,Hatchback,Pasco,1,-0.6801788452227405,0.15169739239661495
Male,13500,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,53546-9427,Hatchback,Janesville,0,0.7718133893876267,-0.06883002705724228
Male,617500,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29500,85257-3102,Passenger,Scottsdale,1,-0.6664513198469227,0.16938037281773677
Male,1282500,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17250,78758-7841,Hatchback,Austin,0,0.7324156296203808,0.4116310333751759
Male,625500,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11500,06457-3834,Hardtop,Middletown,0,0.7691053137688704,0.16112108521677482
Male,419000,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,85257-3102,SUV,Scottsdale,0,0.7711654411888087,0.1661234988988698
Male,735000,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Passenger,Scottsdale,0,0.7689414555715635,0.17557886744401463
Male,440000,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,60504-7114,Hatchback,Austin,1,-0.6796900818534781,0.15289926421080202
Male,2200000,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,38701-8047,Sedan,Middletown,0,0.7353161823690237,0.48399306903554473
Male,13500,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,99301-3882,Sedan,Aurora,1,-0.6723145634622518,-0.07238410218704616
Male,2300000,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,53546-9427,SUV,Greenville,0,0.7450136387470134,0.4760501895705507
Male,727000,Audi,A8,Overhead Camshaft,Manual,Red,13000,85257-3102,Passenger,Pasco,0,0.7402995788602296,0.17231872553671823
Female,674000,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,Janesville,0,0.7449299957116036,-0.7299202767745543
Male,640000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,53546-9427,Hardtop,Janesville,1,-0.6465994804320051,0.16773929969349055
Male,1050000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,60504-7114,SUV,Austin,1,-0.637438096145897,0.201453089619549
Female,1061000,Ford,Ranger,Overhead Camshaft,Manual,Black,18100,06457-3834,Hardtop,Middletown,0,0.7658044629374279,-0.6872171304901081
Female,1145000,Acura,RL,Overhead Camshaft,Manual,Pale White,17500,99301-3882,SUV,Aurora,0,0.7626020324204044,-0.6882878023383618
Female,890000,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,SUV,Greenville,2,-0.6830221109121701,-0.706827276064206
Male,510000,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,85257-3102,Hatchback,Pasco,1,-0.6590149824221714,0.18068826475950073
Female,717000,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,Hardtop,Janesville,2,-0.6528333482637113,-0.7093941894577216
Male,800000,Infiniti,I30,Overhead Camshaft,Manual,Red,22000,06457-3834,Hardtop,Middletown,0,0.7611309915176421,0.1736016836858747
Male,13500,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,38701-8047,Sedan,Greenville,1,-0.6726757592948109,-0.06626204249727996
Female,1302500,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27251,99301-3882,SUV,Pasco,2,-0.6695838871654022,-0.47476148291754594
Male,1550000,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,53546-9427,SUV,Janesville,0,0.7653910712004488,0.4258251622818934
Female,1279000,Toyota,Sienna,Overhead Camshaft,Manual,Black,16901,85257-3102,Passenger,Scottsdale,0,0.7518270476427791,-0.47015274940582674
Male,840000,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41001,78758-7841,Passenger,Austin,1,-0.680297356414957,0.18438058946195168
Male,1095000,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10500,85257-3102,SUV,Scottsdale,1,-0.6672842149063591,0.21216210060787954
Male,1860000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,06457-3834,Hardtop,Middletown,1,-0.6542706517109537,0.449253382080965
Male,735000,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,Middletown,0,0.7467952513857754,0.1699057252345315
Male,1425500,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39550,60504-7114,SUV,Aurora,1,-0.6697488297730085,0.4142797521624212
Male,1320000,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000,38701-8047,Hatchback,Greenville,0,0.78087186959818,0.4016089759691799
Male,900000,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,60504-7114,SUV,Aurora,0,0.7423781483006917,0.1868553838994389
Male,888000,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,38701-8047,Passenger,Greenville,0,0.7375760582417321,0.1873368339895063
Male,870000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29001,60504-7114,Hardtop,Aurora,0,0.7624828996181037,0.18111790404651162
Male,13500,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Sedan,Janesville,1,-0.6456160000274078,-0.06755983766845108
Male,13500,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21001,38701-8047,Hardtop,Greenville,0,0.7762745287676405,-0.06963539919761341
Male,600000,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,06457-3834,Hardtop,Middletown,0,0.7405099163803381,0.1776274075341493
Male,1590000,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41000,06457-3834,Passenger,Middletown,1,-0.6829140388932581,0.428651909908784
Female,1710000,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12000,60504-7114,SUV,Aurora,2,-0.6811109243314238,-0.4631687025010848
Male,592000,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Passenger,Greenville,0,0.7324690397317233,0.16665188827101662
Female,530000,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Hardtop,Janesville,0,0.7424022893698765,-0.7302644546882272
Male,635000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,SUV,Austin,1,-0.6739904172069998,0.1706631677999646
Female,375000,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39000,60504-7114,Hardtop,Aurora,2,-0.6823046376017906,-0.7490417514696119
Male,957500,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12500,60504-7114,Hardtop,Aurora,1,-0.6643930069899556,0.2042442659806143
Female,13500,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Passenger,Greenville,2,-0.682696119666813,-0.9604903997017417
Male,1172000,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22200,85257-3102,Passenger,Pasco,1,-0.6682448364824657,0.40399996748240175
Male,1110000,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,Middletown,1,-0.6800099605416074,0.2026080289241916
Female,1150000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,60504-7114,SUV,Aurora,2,-0.6448588094017108,-0.4981998552934674
Male,1106000,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33601,38701-8047,Hatchback,Greenville,1,-0.6479202964076833,0.21595287441188193
Female,850000,Jeep,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,99301-3882,SUV,Pasco,2,-0.6733660343389845,-0.7002498202163908
Female,1130000,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44001,53546-9427,Hatchback,Janesville,0,0.7566637611308058,-0.6803206867287098
Female,1235000,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26501,85257-3102,Sedan,Scottsdale,0,0.7308964301639966,-0.48595835288869893
Male,1270000,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Passenger,Pasco,1,-0.6510388058686817,0.42717527893292573
Male,650000,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,Hatchback,Janesville,1,-0.6682433357400366,0.17395469575749578
Male,13500,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Passenger,Scottsdale,1,-0.6479757360595805,-0.05975025949804613
Female,845000,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,Austin,0,0.7375851587327704,-0.7066071475258346
Male,1100000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,78758-7841,Hardtop,Austin,1,-0.6453302427023797,0.20358608194655692
Male,505000,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Hardtop,Janesville,1,-0.652756168867865,0.17533026083999137
Male,13500,Dodge,Stratus,Overhead Camshaft,Manual,Red,25000,78758-7841,Hatchback,Austin,0,0.7833484231736465,-0.07529171552427227
Female,13500,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,06457-3834,SUV,Middletown,0,0.7527025751492029,-0.9583486373378471
Male,13500,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,60504-7114,Hardtop,Aurora,0,0.7770748711617628,-0.060051350788864366
Male,1650000,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,99301-3882,Sedan,Pasco,1,-0.6648078389094499,0.4564121271299577
Male,13500,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,53546-9427,Passenger,Janesville,1,-0.6681064728550169,-0.06174930992727801
Male,662000,Oldsmobile,Alero,Overhead Camshaft,Manual,Black,17000,78758-7841,Hardtop,Austin,0,0.7295016884603165,0.18414705091211747
Male,13500,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,85257-3102,Hatchback,Scottsdale,0,0.7569891140870739,-0.06463137069797553
Male,882500,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,78758-7841,Hatchback,Austin,0,0.7510129150669724,0.19234549098752463
Male,13500,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,Middletown,0,0.7363474412720146,-0.05968982933154776
Male,910000,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,60504-7114,SUV,Aurora,0,0.7516631599983834,0.18975323674889988
Male,777000,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Hatchback,Greenville,1,-0.6293406315881659,0.17312195555574306
Male,13500,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,78758-7841,SUV,Janesville,1,-0.632353521149901,-0.07243846140756605
Male,1255000,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19500,06457-3834,Passenger,Scottsdale,1,-0.6466378729001694,0.41557165802570273
Male,1275000,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41500,60504-7114,Hatchback,Austin,0,0.7533388306423106,0.4085569730089015
Female,433000,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,29000,38701-8047,Hatchback,Middletown,2,-0.6321160212741112,-0.7495663470949854
Male,1120000,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,99301-3882,Hatchback,Aurora,1,-0.6824304380600934,0.21469456247803032
Female,645000,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,53546-9427,SUV,Greenville,2,-0.669186140184518,-0.734786146440414
Female,1250000,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31001,78758-7841,Sedan,Austin,2,-0.6458903912473284,-0.49689231539509315
Male,845000,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,06457-3834,Hatchback,Middletown,1,-0.6699516085666948,0.1872520883445059
Female,13500,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,60504-7114,Hatchback,Aurora,2,-0.6561522615762123,-0.9684220151355967
Female,13500,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9001,38701-8047,Passenger,Greenville,2,-0.6582567249144029,-0.9555243699895212
Male,860000,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,99301-3882,Hatchback,Pasco,1,-0.6612829758828261,0.1898489828615797
Male,1208000,Subaru,Forester,Overhead Camshaft,Manual,Red,26801,53546-9427,Hatchback,Janesville,0,0.7421371891186996,0.39873848137906276
Female,950000,Volkswagen,Golf,Overhead Camshaft,Manual,Red,25001,85257-3102,Hatchback,Austin,0,0.7405449422075843,-0.704406494228387
Male,921000,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,78758-7841,Sedan,Austin,0,0.7349391288610116,0.20098657080267435
Female,452000,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Hardtop,Janesville,0,0.7628648995089178,-0.7406618584532882
Male,1375000,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36500,99301-3882,Passenger,Pasco,1,-0.6519222336729094,0.4273756721782491
Male,850000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,12000,53546-9427,Hatchback,Janesville,0,0.747493012158662,0.17941779848708217
Female,13500,Volvo,S40,Overhead Camshaft,Manual,Red,22000,85257-3102,Sedan,Scottsdale,0,0.7514023060053838,-0.9644206751171225
Male,1850000,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,78758-7841,Passenger,Austin,1,-0.6536656838007907,0.45873008309231045
Male,1016000,Lincoln,Continental,Overhead Camshaft,Manual,Black,18600,53546-9427,Passenger,Janesville,0,0.735640816959217,0.20732235111735808
Male,13500,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,85257-3102,SUV,Scottsdale,0,0.7783888618216328,-0.07113475222814625
Female,740000,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,85257-3102,Hardtop,Scottsdale,0,0.737559662133745,-0.700351333433114
Female,1687000,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17701,85257-3102,Hatchback,Scottsdale,0,0.720450366960043,-0.4387153150098395
Male,13500,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41001,06457-3834,Hardtop,Middletown,0,0.7592498128572169,-0.06664159114603785
Male,13500,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26001,53546-9427,Hatchback,Janesville,1,-0.6375978890748291,-0.05578485406207767
Male,1816000,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20601,85257-3102,Passenger,Scottsdale,0,0.740563796670693,0.4561134911420792
Male,525000,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9000,78758-7841,Passenger,Austin,1,-0.6400671825471067,0.17333710123835377
